,Unnamed: 0,Volume,Last,Chg,% Chg
88,Western Digital Corp. (WDC),53.9K,120.7,1.0,0.84
89,Honest Co. Inc. (HNST),50.3K,3.85,0.03,0.79
90,SSR Mining Inc. (SSRM),60.7K,23.03,0.18,0.78
91,SoundHound AI Inc. (SOUN),272.0K,18.72,0.14,0.77
92,Goodyear Tire & Rubber Co. (GT),158.3K,7.18,0.05,0.75
93,American Resources Corp. (AREC),99.3K,4.07,0.03,0.74
94,Strategy Inc. (MSTR),79.5K,322.59,2.3,0.72
95,Tronox Holdings PLC (TROX),73.1K,3.52,0.03,0.71
96,Sunrun Inc. (RUN),84.8K,20.46,0.14,0.69
97,Blink Charging Co. (BLNK),56.8K,2.24,0.01,0.67
98,Copart Inc. (CPRT),64.4K,44.34,0.29,0.67
99,Veritone Inc. (VERI),83.3K,5.28,0.04,0.67
