,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
35,NTLA,"Intellia Therapeutics, Inc.",,25.55 +0.09 (+0.33%),0.09,+0.33%,234081,5.512M,2.742B,--,+37.03%,5.90 26.99
36,COGT,"Cogent Biosciences, Inc.",,16.30 +0.11 (+0.68%),0.11,+0.68%,17275,1.915M,2.277B,--,+43.91%,3.72 16.46
37,SN,"SharkNinja, Inc.",,92.43 +3.13 (+3.52%),3.13,+3.52%,59605,1.479M,13.045B,25.25,-16.78%,60.50 128.51
38,BRKR,Bruker Corporation,,36.22 +0.29 (+0.81%),0.29,+0.81%,17788,4.06M,5.495B,69.65,-44.33%,28.53 65.25
39,PSIX,"Power Solutions International, Inc.",,90.28 -0.90 (-0.99%),-0.9,-0.99%,19362,741920,2.079B,18.77,+316.16%,15.30 121.78
40,ZM,Zoom Communications Inc.,,82.89 +0.19 (+0.24%),0.19,+0.24%,157596,3.382M,24.81B,21.81,+17.01%,64.41 92.80
41,ASTS,"AST SpaceMobile, Inc.",,89.63 +2.84 (+3.28%),2.84,+3.28%,942230,11.952M,32.399B,--,+258.93%,17.50 91.41
42,MNDY,monday.com Ltd.,,190.80 +0.19 (+0.10%),0.19,+0.10%,5006,1.343M,9.836B,251.05,-34.17%,166.22 342.64
43,CNK,"Cinemark Holdings, Inc.",,26.74 +0.13 (+0.49%),0.13,+0.49%,25397,3.981M,3.076B,13.85,-10.38%,23.12 36.28
44,DNLI,Denali Therapeutics Inc.,,16.15 -0.02 (-0.12%),-0.02,-0.12%,21978,1.928M,2.361B,--,-42.25%,10.57 33.33
45,APLS,"Apellis Pharmaceuticals, Inc.",,25.99 +0.26 (+1.01%),0.26,+1.01%,8830,2.469M,3.282B,--,-5.20%,16.10 35.72
46,BEAM,Beam Therapeutics Inc.,,28.49 +0.62 (+2.22%),0.62,+2.22%,53719,2.544M,2.882B,--,+12.74%,13.53 35.25
47,ARMK,Aramark,,39.67 -0.22 (-0.54%),-0.22,-0.54%,400,2.099M,10.427B,29.17,+4.64%,29.92 44.49
48,CIB,Grupo Cibest S.A.,,54.10 -0.38 (-0.69%),-0.38,-0.69%,2864,298060,13.879B,7.52,+68.35%,30.68 54.72
49,SUPN,"Supernus Pharmaceuticals, Inc.",,49.77 +0.26 (+0.53%),0.26,+0.53%,9991,823225,2.791B,43.28,+50.03%,29.16 51.78
50,VEON,VEON Ltd.,,51.49 +0.19 (+0.37%),0.19,+0.37%,1105,193718,3.972B,3.80,+73.08%,29.29 64.00
51,ZETA,Zeta Global Holdings Corp.,,20.25 -0.12 (-0.59%),-0.12,-0.59%,579646,8.996M,4.82B,--,-35.68%,10.69 38.20
52,,,,,,,,,,,,
